Content_ID,Observation_time,User,User_Location,social_media,publish_date,Geo_location,comment_raw_text,emoji,reference post url,like_count,reply_count,Repost_Count,QUOTE_Count,BOOKMARK_COUNT,CONTENT TYPE,reference
7508376306325736710,2025-05-26T00:10:28Z,frederiquejoncas,,TikTok,2025-05-25T13:34:53.000Z,"(43.9352, 6.0679)",High concentration of superyatch in Monaco on Grand Prix Sunday 🏎️🏁 #f1 #monaco #monacogp #superyatch #frenchriviera ,🏎🏁,,3723,0,875,0,355,comment,
7508377558510030102,2025-05-26T00:10:28Z,franziskanazarenus,,TikTok,2025-05-25T13:39:45.000Z,"(43.9352, 6.0679)",Monaco GP 🤍✨🏎️🏁  #monacof1 #monacogp #grandprix ,🤍✨🏎🏁,,3430,43,123,0,302,comment,
7508397407218994454,2025-05-26T00:10:28Z,mclaren,,TikTok,2025-05-25T14:56:46.000Z,,VICTORY IN MONACO!!! 🤩🧡 #McLaren | #M7AReborn | #MonacoGP 🇲🇨,🤩🧡🇲🇨,,72600,514,1266,0,3939,post,
7508479830397046038,2025-05-26T00:10:28Z,redbullracing,,TikTok,2025-05-25T20:16:35.000Z,,When in Monaco 🇲🇨  #F1 #maxverstappen #monacogp ,🇲🇨,,11500,44,100,0,610,post,
7508420446157688086,2025-05-26T00:10:28Z,visacashapprb,,TikTok,2025-05-25T16:26:10.000Z,,DOUBLE POOOINTS 🤍  #F1 #VCARB #MonacoGP ,🤍,,17600,154,186,0,514,comment,
7508289956280864008,2025-05-26T00:10:28Z,f1_chloe30,,TikTok,2025-05-25T07:59:48.000Z,,there goes half the grid #f2 #formula2 #monaco #monacogp ,,,35200,63,5420,0,1905,comment,
7508324347325582614,2025-05-26T00:10:28Z,vivremonaco,,TikTok,2025-05-25T10:13:16.000Z,"(43.7384, 7.4246)",🇲🇨 le dimanche commence très fort 😳 #monaco #monacogp #formulaone ,🇲🇨😳,,17900,57,3868,0,1202,comment,
7508357648585149718,2025-05-26T00:10:28Z,canalplussport,,TikTok,2025-05-25T12:22:29.000Z,,Quelle kiffeuse 😎 #monacogp #sportstiktok #f1 #dualipa ,😎,,16800,62,1331,0,571,post,
7508425647878950166,2025-05-26T00:10:28Z,stephanize,,TikTok,2025-05-25T16:46:21.000Z,"(43.7384, 7.4246)",F1 race day in Monaco 🫶🏼  #MonacoGP #Monaco #F1 #Formula1 #foryoupage #fyp,🏼,,247,1,1,0,11,comment,
7508457263246445846,2025-05-26T00:10:28Z,mlnmarta,,TikTok,2025-05-25T18:49:02.000Z,"(43.7384, 7.4246)",Son premier grand prix & le plus important pour supporter tonton Charles ❤️ #f1 #grandprix #monaco #monacogp #cutebaby #foryoupage ,❤,,13900,26,498,0,460,comment,
7508350628058451222,2025-05-26T00:10:28Z,dazn_es,,TikTok,2025-05-25T11:55:13.000Z,,"Thibaut Courtois sueña con llegar a F2 y F3 con su equipo de F4, el 'TC Racing' 😍 #MonacoDAZNF1 #Courtois #deportesentiktok #MonacoGP",😍,,42100,28,837,0,1252,post,
7508060095717051670,2025-05-26T00:10:28Z,thomaslangouet,,TikTok,2025-05-24T17:07:47.000Z,,Qualifications day in Monaco 🚩 #monacogp #monacogranprix #formula1 #f1 #monaco #montecarlo ,🚩,,481,11,69,0,35,comment,
7508496490180955414,2025-05-26T00:10:28Z,lgct_official,,TikTok,2025-05-25T21:21:15.000Z,,Mind blowing 🤯🏎️🐴❤️‍🔥 #Monaco #LGCT #showjumping #MonacoGP #equestrian ,🤯🏎🐴❤🔥,,1134,2,45,0,42,comment,
7508362617971346710,2025-05-26T00:10:28Z,thevenueathletic,,TikTok,2025-05-25T12:41:45.000Z,"(43.7384, 7.4246)",What do you think of the Monaco Grand Prix? 🇲🇨 #monacogp #monaco #racing #formula1 #sports #racetrack #googleearth #europe #americans #thevenue ,🇲🇨,,118,6,30,0,8,comment,
7508399185188637960,2025-05-26T00:10:28Z,effjuanthingsss,,TikTok,2025-05-25T15:03:40.000Z,,Did a livestream for the first time for Monaco GP. Till next race weekend! #f1 #formula1 #monacogp #livehighlights ,,,143,4,10,0,16,comment,
7508407746056834326,2025-05-26T00:10:28Z,canalplussport,,TikTok,2025-05-25T15:36:54.000Z,,Bonne fête des mères à maman Lando 🫂🏆#monacogp #sportstiktok #f1 #motorsport #mclaren #landonorris,🏆,,19900,31,611,0,1185,post,
7508378419969707286,2025-05-26T00:10:28Z,canalplussport,,TikTok,2025-05-25T13:43:05.000Z,,Pluie de stars à Monaco ! 😍 #gpmonaco #evra #verratti #zidane #courtois #sportstiktok  ,😍,,33100,54,223,0,1420,post,
7508451183737113879,2025-05-26T00:10:28Z,f1,,TikTok,2025-05-25T18:25:26.000Z,,the most wholesome thing you’ll see today 🥹🧡 @Lando Norris #f1 #formula1 #monacogp #landonorris #mclaren #sports #family ,🥹🧡,,124100,388,4291,0,7149,post,
7508411907078917398,2025-05-26T00:10:28Z,tothegrandprix,,TikTok,2025-05-25T15:53:00.000Z,,This race was so boring😴  #formule1 #formel1 #formula1 #f1 #formulaone #f1drivers #f1fans #maxverstappen #verstappen #mv1 #mv33 #f1tiktok ,😴,,25600,327,4108,0,1630,comment,
7508412224029920534,2025-05-26T00:10:28Z,turbolap,,TikTok,2025-05-25T15:54:16.000Z,,Speak your mind Max that race was awful 🙏 #monaco #max #verstappen #pitstops ,🙏,,2734,48,196,0,124,comment,
7508439663833648406,2025-05-26T00:10:28Z,softsvmaxie,,TikTok,2025-05-25T17:40:44.000Z,,the popfication of max verstappen 🙂‍↕️ (thank you for 14k !!! this is absolutely unbelievable. sending a big hug to you all mwah) #maxverstappen #maxverstappenedit #redbullracing #f1edit #f1edits #f1 #formula1 #mv1 #mv33 #foryou #fyp #xyzcba ,🙂,,4796,37,184,0,1324,comment,
7508398768606186759,2025-05-26T00:10:28Z,bfsnespanol,,TikTok,2025-05-25T15:02:02.000Z,,😭❌ Otra vez Max y Red Bull sin podio #f1 #formula1 #formula1tiktok #f1tiktok #redbullracing #maxverstappen #verstappen #gpmonaco #monacogp #formulauno #f12025 ,😭❌,,630,11,2,0,23,comment,
7508431051849583894,2025-05-26T00:10:28Z,ricstappen,,TikTok,2025-05-25T17:07:19.000Z,,monaco gp so boring i had to rewatch imola #maxverstappen #formula1 #edit ,,,424,2,11,0,67,comment,
7508412598006713606,2025-05-26T00:10:28Z,mike.denaldi,,TikTok,2025-05-25T15:55:43.000Z,,Alesan Max pitstop di lap 77. Tadi banyak yg nanyain pas live! . #redbull #maxverstappen #monacogp #mikedenaldi,,,3615,116,137,0,153,comment,
7508269312507923758,2025-05-26T00:10:28Z,ag.motorsport0,,TikTok,2025-05-25T06:40:40.000Z,,podium at monaco tmr 🙏 || max verstappen redbull racing formula one 2025 edit edits capcut nodevideo || #f1 #fledit #f1edits #f1edition #edit #edits #fy #fyp #foryou #foryoupage #agmotorsport0  #verstappen #maxverstappen #mv33  #maxverstappen #redbull ,🙏,,59,2,3,0,7,comment,
7508019492866247958,2025-05-26T00:10:28Z,parismatch,,TikTok,2025-05-24T14:30:16.000Z,"(43.7384, 7.4246)",#bernardarnault   #maxverstappen  #verstappen #fredericarnault #chrishorner  #monacogp  #f1  #tiktoksports ,,,55900,438,2713,0,3186,post,
7508381342371990814,2025-05-26T00:10:28Z,allenaholzworth,,TikTok,2025-05-25T13:54:48.000Z,,Max’s radio messages always make me laugh #maxverstappen #f1 #monacograndprix ,,,2374,13,38,0,129,comment,
7508297192554237206,2025-05-26T00:10:28Z,darmonaite,,TikTok,2025-05-25T08:27:54.000Z,,Race dayyy 🇲🇨🏎️ #monaco #monacogp #maxverstappen #max1 #redbull #redbullracing #f1 #formula1 #f1memes ,🇲🇨🏎,,44900,97,2540,0,2849,comment,
7508390395580042518,2025-05-26T00:10:28Z,f1.1emily,,TikTok,2025-05-25T14:29:32.000Z,,please. #F1 #monaco #maxverstappen ,,,4877,65,169,0,222,comment,
7508408580412869894,2025-05-26T00:10:28Z,f1aesthetic,,TikTok,2025-05-25T15:40:08.000Z,,#maxverstappen ,,,1157,8,191,0,67,comment,
7508392414470589718,2025-05-26T00:10:28Z,shadownovaplays,,TikTok,2025-05-25T14:37:22.000Z,,#f1 #f1tiktok #formula1 ,,,2974,44,116,0,119,comment,
7506565777403759902,2025-05-26T00:10:28Z,ld085_,,TikTok,2025-05-20T16:29:32.000Z,,Max verstappen #f1 #formula #edits #maxverstappen #f1edits ,,,165600,371,11500,0,27700,comment,
7489057891580775702,2025-05-26T00:10:28Z,lscviolette,,TikTok,2025-04-03T12:09:35.000Z,,Max Verstappen #pourtoi #fyp #carnaval ,,,132100,1107,18100,0,12500,comment,
7466221969684335905,2025-05-26T00:10:28Z,redbullracing,,TikTok,2025-01-31T23:14:41.000Z,,The 🐐 #f1 #maxverstappen #brazil🇧🇷 #phonk #aura ,🐐🇧🇷,,342200,1138,9332,0,24900,post,
7423034412817779973,2025-05-26T00:10:28Z,leonardogamer152,,TikTok,2024-10-07T14:04:48.000Z,,max verstappen song original ,,,25900,374,10400,0,5908,comment,
7508399676119452935,2025-05-26T00:10:28Z,dis.drew5,,TikTok,2025-05-25T15:05:34.000Z,,max verstappen race monaco gp #maxverstappen #fyp #fypシ゚ #fypシ゚ #monacogp #formula1 #redbullracing #fyppppppppppppppppppppppp ,,,138,5,4,0,2,comment,
7508325212014923030,2025-05-26T00:10:28Z,letsdoubledutch,,TikTok,2025-05-25T10:16:37.000Z,,redbull did not pay me for this 🦬 #dutchtiktok #formula1 #verstappen #f1 #verstappen #dutchies #expatlife #expatsinthenetherlands #letsgo ,🦬,,38300,68,2042,0,1760,comment,
7508410805197704456,2025-05-26T00:10:28Z,fueltothe_max,,TikTok,2025-05-25T15:48:45.000Z,,Max talking about Monaco 🇲🇨 the race just doesn’t work anymore #maxverstappen #redbull #monaco #redbullracing #f1,🇲🇨,,129,1,18,0,17,comment,
7507253500007435542,2025-05-26T00:10:28Z,werp011,,TikTok,2025-05-22T12:57:49.000Z,,max verpstappen | #f1 #f1tiktok #f1edit #f1edits #nodevideo #capcut #maxverstappen #redbullracing #holland #redbull ,,,784400,2210,20900,0,66400,comment,
7445116171789012246,2025-05-26T00:10:28Z,astonmarvinf1,,TikTok,2024-12-06T02:13:45.000Z,,"George Russel vs Max Verstappen getting out of hand, they are still not over it #georgerussell #interview  #verstappen #incident #drama ",,,45900,2276,5723,0,6255,comment,
7508433017870748950,2025-05-26T00:10:28Z,stories1803,,TikTok,2025-05-25T17:14:56.000Z,,Max vertsapen edit 🔥🔥🔥#maxverstappen #edit #fyp ,🔥🔥🔥,,128,0,3,0,8,comment,
7508446257933798712,2025-05-26T00:10:28Z,maxroludo33,,TikTok,2025-05-25T18:06:20.000Z,,that’s my ride! #maxverstappen #maxverstappenedit ,,,521,13,60,0,177,comment,
7136860317027486982,2025-05-26T00:10:28Z,mercedesamgf1,,TikTok,2022-08-28T09:43:14.000Z,,BTS at an iconic @Formula 1 corner. 🤓 #Motorsports #F1 #BelgianGP #Mercedes #mercedesamg ,🤓,,38900,123,138,0,1183,comment,
7136851021657066758,2025-05-26T00:10:28Z,williamsracing,,TikTok,2022-08-28T09:07:09.000Z,,"Brace yourselves, it’s RACE DAY! 🤩 #WeAreWilliams #F1 #Formula1",🤩,,21500,95,86,0,685,post,
7136873702624464134,2025-05-26T00:10:28Z,alpinef1team,,TikTok,2022-08-28T10:35:07.000Z,,Oh the fist bump. 🫣😭😂 #F1 #Fernando #Yuki ,😭😂,,142800,265,492,0,4779,comment,
7115402796966382854,2025-05-26T00:10:28Z,redbull,,TikTok,2022-07-01T13:56:55.000Z,,fun with flags - F1 edition 🏁 #redbull #givesyouwiiings #f1 #formula1 #flag,🏁,,102200,269,268,0,8252,post,
7136848659831934213,2025-05-26T00:10:28Z,mclaren,,TikTok,2022-08-28T08:57:58.000Z,,A new kind of shoey. 👟✍️ #McLaren #F1 #Shoes #Art #Create #Surprise #Trainers #Sneakers ,👟✍,,109600,204,217,0,2728,post,
7137005438016507142,2025-05-26T00:10:28Z,astonmartinf1,,TikTok,2022-08-28T19:06:17.000Z,,Replying to @Susan Ask and you shall receive🏃‍♂️💨 #f1 #f1tiktok #WhereAllFansPlay ,🏃♂💨,,146800,268,372,0,4228,post,
7136894213471390981,2025-05-26T00:10:28Z,alpinef1team,,TikTok,2022-08-28T11:54:40.000Z,,Use this sound if you’re an Esteban fan. 💙 #BelgianGP #F1 #Ocon @Esteban Ocon ,💙,,19700,119,59,0,628,comment,
7136873408419089670,2025-05-26T00:10:28Z,astonmartinf1,,TikTok,2022-08-28T10:33:59.000Z,,Running into race day like💨💚 #f1 #f1tiktok #formula1 #WhereAllFansPlay #f1edit ,💨💚,,126500,663,1488,0,7083,post,
7136878774414560518,2025-05-26T00:10:28Z,haasf1official,,TikTok,2022-08-28T10:54:48.000Z,,Just call him Mick Scootmacher 😊🛴 #HaasF1 #F1,😊🛴,,14800,53,68,0,728,comment,
7137011477742914822,2025-05-26T00:10:28Z,estebanocon,,TikTok,2022-08-28T19:29:41.000Z,,Great race today and had some fun along the way 😜 #BelgianGP #EO31 #f1,😜,,81000,192,165,0,2329,comment,
7118024964753706245,2025-05-26T00:10:28Z,redbull,,TikTok,2022-07-08T15:32:18.000Z,,there's *always* time for donuts 🍩 #redbull #givesyouwiiings #f1 #maxverstappen #dayinlife #vlog,🍩,,384400,775,1036,0,14900,post,
7136505975506242822,2025-05-26T00:10:28Z,ferrari,,TikTok,2022-08-27T10:48:07.000Z,,You loved the one with C²… Now it’s @robertshwartzman’s turn 👀 #essereFerrari #ScuderiaFerrari #F1 #Formula1 #BelgianGP ,👀,,21500,112,73,0,559,comment,
7136591400539393285,2025-05-26T00:10:28Z,mclaren,,TikTok,2022-08-27T16:19:35.000Z,,Moments like these. 🧡 #McLaren #F1 #Surprise #Present #Gift ,🧡,,180000,581,311,0,6383,post,
